itemno,qty,machine,current
9,1,amp_1,2.101496036166822
9,1,amp_2,2.4780938175555054
9,1,amp_3,0.015369248576462269
9,1,amp_4,0.26793117474662614
9,1,amp_5,1.3503633147208634
9,1,amp_6,1.1997346228358126
9,2,amp_1,2.2666163377913953
9,2,amp_2,2.640545221498228
9,2,amp_3,0.009772178716957569
9,2,amp_4,0.01234950592022183
9,2,amp_5,1.3502279821979517
9,2,amp_6,1.199725273255019
9,3,amp_1,2.5932403986930663
9,3,amp_2,2.785743256600762
9,3,amp_3,0.009722950868308544
9,3,amp_4,0.01234950592022183
9,3,amp_5,1.3501348585070598
9,3,amp_6,1.1997336348005436
9,4,amp_1,2.9970235441597093
9,4,amp_2,2.889347677252497
9,4,amp_3,0.009722950868308544
9,4,amp_4,0.01234950592022183
9,4,amp_5,1.3500787493187465
9,4,amp_6,1.1997605416113382
9,5,amp_1,3.3903381324776505
9,5,amp_2,2.929059781428588
9,5,amp_3,0.009722950868308544
9,5,amp_4,0.01234950592022183
9,5,amp_5,1.3500481100638488
9,5,amp_6,1.1998062485729473
9,6,amp_1,3.7023634648051504
9,6,amp_2,2.8886302223802804
9,6,amp_3,0.009722950868308544
9,6,amp_4,0.01234950592022183
9,6,amp_5,1.3500280368537263
9,6,amp_6,1.1998703102768893
9,7,amp_1,3.894710710671364
9,7,amp_2,2.7611410773225815
9,7,amp_3,0.009722950868308544
9,7,amp_4,0.01234950592022183
9,7,amp_5,1.3500038959906737
9,7,amp_6,1.1999514042027366
9,8,amp_1,3.968624676796748
9,8,amp_2,2.5508347538388767
9,8,amp_3,0.009722950868308544
9,8,amp_4,0.01234950592022183
9,8,amp_5,1.349964722989733
9,8,amp_6,1.2000471521461864
9,9,amp_1,3.9620630204283045
9,9,amp_2,2.273045916246601
9,9,amp_3,0.009722950868308544
9,9,amp_4,0.01234950592022183
9,9,amp_5,1.349905596524004
9,9,amp_6,1.200154016720088
9,10,amp_1,3.9376856612568534
9,10,amp_2,1.952194910085989
9,10,amp_3,0.009722950868308544
9,10,amp_4,0.01234950592022183
9,10,amp_5,1.3498284737752728
9,10,amp_6,1.2002673480381405
9,11,amp_1,3.9651772116073105
9,11,amp_2,1.6182201618744672
9,11,amp_3,0.0101710120216012
9,11,amp_4,0.01234950592022183
9,11,amp_5,1.3497413818004782
9,11,amp_6,1.2003816271118615
9,12,amp_1,4.1026771131992685
9,12,amp_2,1.3021550643914608
9,12,amp_3,0.0101710120216012
9,12,amp_4,0.01234950592022183
9,12,amp_5,1.349656271746344
9,12,amp_6,1.2004909050100203
9,13,amp_1,4.3820544232851315
9,13,amp_2,1.0317105653528826
9,13,amp_3,0.0101710120216012
9,13,amp_4,0.01234950592022183
9,13,amp_5,1.3495861468025185
9,13,amp_6,1.200589383667237
9,14,amp_1,4.801429883317484
9,14,amp_2,0.8276762124856907
9,14,amp_3,0.0101710120216012
9,14,amp_4,0.01234950592022183
9,14,amp_5,1.349542195560363
9,14,amp_6,1.200672042125948
9,15,amp_1,5.326198094790714
9,15,amp_2,0.7017243960433146
9,15,amp_3,0.0101710120216012
9,15,amp_4,0.01234950592022183
9,15,amp_5,1.349531583088194
9,15,amp_6,1.2007351935074029
9,16,amp_1,5.897523116257737
9,16,amp_2,0.6558652842624424
9,16,amp_3,0.0101710120216012
9,16,amp_4,0.01234950592022183
9,16,amp_5,1.3495563167487044
9,16,amp_6,1.2007768685728415
9,17,amp_1,6.445526363017198
9,17,amp_2,0.6834456635958805
9,17,amp_3,0.0101710120216012
9,17,amp_4,0.01234950592022183
9,17,amp_5,1.3496132947813744
9,17,amp_6,1.2007969578819562
9,18,amp_1,6.903579080008582
9,18,amp_2,0.7712996092703044
9,18,amp_3,0.0101710120216012
9,18,amp_4,0.01234950592022183
9,18,amp_5,1.3496953552930013
9,18,amp_6,1.200797095618054
9,19,amp_1,7.220342705248083
9,19,amp_2,0.9024995652788323
9,19,amp_3,0.0101710120216012
9,19,amp_4,0.01234950592022183
9,19,amp_5,1.34979294487588
9,19,amp_6,1.2007803200598788
9,20,amp_1,7.367246745421959
9,20,amp_2,1.0591395634954615
9,20,amp_3,0.0101710120216012
9,20,amp_4,0.01234950592022183
9,20,amp_5,1.3498959549327192
9,20,amp_6,1.2007505853991203
9,21,amp_1,7.34053804331543
9,21,amp_2,1.2246862715135585
9,21,amp_3,0.0101710120216012
9,21,amp_4,0.01234950592022183
9,21,amp_5,1.3499953243260194
9,21,amp_6,1.2007122189835688
9,22,amp_1,7.15842426877316
9,22,amp_2,1.385611101746934
9,22,amp_3,0.0101710120216012
9,22,amp_4,0.01234950592022183
9,22,amp_5,1.3500841415222824
9,22,amp_6,1.2006694151574115
9,23,amp_1,6.8548194056798675
9,23,amp_2,1.5322124698520145
9,23,amp_3,0.0101710120216012
9,23,amp_4,0.01234950592022183
9,23,amp_5,1.3501581458266043
9,23,amp_6,1.2006258358546762
9,24,amp_1,6.471615548494645
9,24,amp_2,1.6587042331397872
9,24,amp_3,0.0101710120216012
9,24,amp_4,0.01234950592022183
9,24,amp_5,1.350215677127178
9,24,amp_6,1.200584356853095
9,25,amp_1,6.051279491121031
9,25,amp_2,1.7627554176944775
9,25,amp_3,0.0101710120216012
9,25,amp_4,0.01234950592022183
9,25,amp_5,1.350257224225428
9,25,amp_6,1.2005469659084855
9,26,amp_1,5.631068081132769
9,26,amp_2,1.8447096315283136
9,26,amp_3,0.0101710120216012
9,26,amp_4,0.01234950592022183
9,26,amp_5,1.350284762249443
9,26,amp_6,1.200514792251267
9,27,amp_1,5.239493818898721
9,27,amp_2,1.906699522423623
9,27,amp_3,0.0101710120216012
9,27,amp_4,0.01234950592022183
9,27,amp_5,1.3503010569613185
9,27,amp_6,1.2004882303649387
9,28,amp_1,4.895053199538778
9,28,amp_2,1.95182184410926
9,28,amp_3,0.0101710120216012
9,28,amp_4,0.01234950592022183
9,28,amp_5,1.350309066555384
9,28,amp_6,1.2004671154472406
9,29,amp_1,4.606787665243127
9,29,amp_2,1.9834739990980017
9,29,amp_3,0.0101710120216012
9,29,amp_4,0.01234950592022183
9,29,amp_5,1.3503115114194884
9,29,amp_6,1.2004509116594857
9,30,amp_1,4.37602962166146
9,30,amp_2,2.0048914566869214
9,30,amp_3,0.0101710120216012
9,30,amp_4,0.01234950592022183
9,30,amp_5,1.3503106271575802
9,30,amp_6,1.2004388838157731
9,31,amp_1,4.198671813671505
9,31,amp_2,2.0188784858536164
9,31,amp_3,0.0101710120216012
9,31,amp_4,0.01234950592022183
9,31,amp_5,1.3503080767442812
9,31,amp_6,1.2004302349245104
9,32,amp_1,4.067423392075303
9,32,amp_2,2.0276963289023517
9,32,amp_3,0.0101710120216012
9,32,amp_4,0.01234950592022183
9,32,amp_5,1.3503049772248021
9,32,amp_6,1.2004242029879344
9,33,amp_1,3.9737048151352394
9,33,amp_2,2.0330618613601636
9,33,amp_3,0.0101710120216012
9,33,amp_4,0.01234950592022183
9,33,amp_5,1.3503019924662338
9,33,amp_6,1.2004201188540107
9,34,amp_1,3.9090226902933245
9,34,amp_2,2.0362113843950778
9,34,amp_3,0.0101710120216012
9,34,amp_4,0.01234950592022183
9,34,amp_5,1.3502994506816313
9,34,amp_6,1.2004174320328622
9,35,amp_1,3.865814564984091
9,35,amp_2,2.037993049904771
9,35,amp_3,0.0101710120216012
9,35,amp_4,0.01234950592022183
9,35,amp_5,1.3502974578656595
9,35,amp_6,1.2004157134737006
9,36,amp_1,3.83784680654527
9,36,amp_2,2.0389628067572967
9,36,amp_3,0.0101710120216012
9,36,amp_4,0.01234950592022183
9,36,amp_5,1.3502959911606869
9,36,amp_6,1.2004146441146266
9,37,amp_1,3.8202890978890087
9,37,amp_2,2.039469435419846
9,37,amp_3,0.0101710120216012
9,37,amp_4,0.01234950592022183
9,37,amp_5,1.3502949666154822
9,37,amp_6,1.2004139964853267
9,38,amp_1,3.809590196894644
9,38,amp_2,2.0397225262613756
9,38,amp_3,0.0101710120216012
9,38,amp_4,0.01234950592022183
9,38,amp_5,1.3502942826940798
9,38,amp_6,1.2004136145808644
9,39,amp_1,3.80325785442103
9,39,amp_2,2.0398427143999265
9,39,amp_3,0.0101710120216012
9,39,amp_4,0.01234950592022183
9,39,amp_5,1.3502938444043118
9,39,amp_6,1.2004133952165845
9,40,amp_1,3.799615387424069
9,40,amp_2,2.0398964431260085
9,40,amp_3,0.0101710120216012
9,40,amp_4,0.01234950592022183
9,40,amp_5,1.3502935738802357
9,40,amp_6,1.2004132724450007
9,41,amp_1,3.797578102328774
9,41,amp_2,2.0399186594530203
9,41,amp_3,0.0101710120216012
9,41,amp_4,0.01234950592022183
9,41,amp_5,1.350293412675221
9,41,amp_6,1.2004132054763075
9,42,amp_1,3.7964696308919317
9,42,amp_2,2.0399268524392524
9,42,amp_3,0.0101710120216012
9,42,amp_4,0.01234950592022183
9,42,amp_5,1.3502933197635694
9,42,amp_6,1.2004131698644167
9,43,amp_1,3.795882706124448
9,43,amp_2,2.0399292982147106
9,43,amp_3,0.0101710120216012
9,43,amp_4,0.01234950592022183
9,43,amp_5,1.3502932678955601
9,43,amp_6,1.2004131513988463
9,44,amp_1,3.7955801715133113
9,44,amp_2,2.039929660272418
9,44,amp_3,0.0101710120216012
9,44,amp_4,0.01234950592022183
9,44,amp_5,1.3502932398178529
9,44,amp_6,1.2004131420607167
9,45,amp_1,3.7954283142670917
9,45,amp_2,2.039929424909494
9,45,amp_3,0.0101710120216012
9,45,amp_4,0.01234950592022183
9,45,amp_5,1.3502932250655566
9,45,amp_6,1.2004131374543063
9,46,amp_1,3.7953540665798573
9,46,amp_2,2.039929120615011
9,46,amp_3,0.0101710120216012
9,46,amp_4,0.01234950592022183
9,46,amp_5,1.350293217536729
9,46,amp_6,1.200413135237441
9,47,amp_1,3.7953186974498596
9,47,amp_2,2.039928891758937
9,47,amp_3,0.0101710120216012
9,47,amp_4,0.01234950592022183
9,47,amp_5,1.350293213802122
9,47,amp_6,1.200413134196439
9,48,amp_1,3.7953022780798107
9,48,amp_2,2.0399287491555733
9,48,amp_3,0.0101710120216012
9,48,amp_4,0.01234950592022183
9,48,amp_5,1.350293212000556
9,48,amp_6,1.2004131337193986
9,49,amp_1,3.7952948484566162
9,49,amp_2,2.039928669225438
9,49,amp_3,0.0101710120216012
9,49,amp_4,0.01234950592022183
9,49,amp_5,1.3502932111549908
9,49,amp_6,1.2004131335060448
9,50,amp_1,3.7952915710162305
9,50,amp_2,2.039928627587787
9,50,amp_3,0.0101710120216012
9,50,amp_4,0.01234950592022183
9,50,amp_5,1.3502932107687018
9,50,amp_6,1.2004131334129056
9,51,amp_1,3.795290161295694
9,51,amp_2,2.039928607096861
9,51,amp_3,0.0101710120216012
9,51,amp_4,0.01234950592022183
9,51,amp_5,1.3502932105968715
9,51,amp_6,1.2004131333732142
9,52,amp_1,3.795289569968649
9,52,amp_2,2.03992859748039
9,52,amp_3,0.0101710120216012
9,52,amp_4,0.01234950592022183
9,52,amp_5,1.350293210522425
9,52,amp_6,1.2004131333567012
9,53,amp_1,3.795289328044233
9,53,amp_2,2.039928593151133
9,53,amp_3,0.0101710120216012
9,53,amp_4,0.01234950592022183
9,53,amp_5,1.3502932104910006
9,53,amp_6,1.2004131333499937
9,54,amp_1,3.7952892314959112
9,54,amp_2,2.0399285912740828
9,54,amp_3,0.0101710120216012
9,54,amp_4,0.01234950592022183
9,54,amp_5,1.3502932104780743
9,54,amp_6,1.2004131333473336
9,55,amp_1,3.7952891939057447
9,55,amp_2,2.0399285904880924
9,55,amp_3,0.0101710120216012
9,55,amp_4,0.01234950592022183
9,55,amp_5,1.3502932104728917
9,55,amp_6,1.2004131333463033
9,56,amp_1,3.7952891796261548
9,56,amp_2,2.039928590169579
9,56,amp_3,0.0101710120216012
9,56,amp_4,0.01234950592022183
9,56,amp_5,1.3502932104708658
9,56,amp_6,1.2004131333459136
9,57,amp_1,3.7952891743330186
9,57,amp_2,2.0399285900444726
9,57,amp_3,0.0101710120216012
9,57,amp_4,0.01234950592022183
9,57,amp_5,1.3502932104700938
9,57,amp_6,1.2004131333457697
9,58,amp_1,3.7952891724182907
9,58,amp_2,2.039928589996786
9,58,amp_3,0.0101710120216012
9,58,amp_4,0.01234950592022183
9,58,amp_5,1.3502932104698067
9,58,amp_6,1.2004131333457178
9,59,amp_1,3.7952891717423087
9,59,amp_2,2.0399285899791297
9,59,amp_3,0.0101710120216012
9,59,amp_4,0.01234950592022183
9,59,amp_5,1.3502932104697025
9,59,amp_6,1.2004131333456993
9,60,amp_1,3.7952891715093746
9,60,amp_2,2.039928589972775
9,60,amp_3,0.0101710120216012
9,60,amp_4,0.01234950592022183
9,60,amp_5,1.3502932104696659
9,60,amp_6,1.200413133345693
9,61,amp_1,3.7952891714310257
9,61,amp_2,2.03992858997055
9,61,amp_3,0.0101710120216012
9,61,amp_4,0.01234950592022183
9,61,amp_5,1.3502932104696532
9,61,amp_6,1.200413133345691
9,62,amp_1,3.7952891714053
9,62,amp_2,2.039928589969792
9,62,amp_3,0.0101710120216012
9,62,amp_4,0.01234950592022183
9,62,amp_5,1.3502932104696488
9,62,amp_6,1.2004131333456902
9,63,amp_1,3.795289171397054
9,63,amp_2,2.0399285899695405
9,63,amp_3,0.0101710120216012
9,63,amp_4,0.01234950592022183
9,63,amp_5,1.3502932104696475
9,63,amp_6,1.20041313334569
9,64,amp_1,3.7952891713944727
9,64,amp_2,2.0399285899694592
9,64,amp_3,0.0101710120216012
9,64,amp_4,0.01234950592022183
9,64,amp_5,1.350293210469647
9,64,amp_6,1.20041313334569
9,65,amp_1,3.7952891713936845
9,65,amp_2,2.0399285899694335
9,65,amp_3,0.0101710120216012
9,65,amp_4,0.01234950592022183
9,65,amp_5,1.3502932104696468
9,65,amp_6,1.20041313334569
9,66,amp_1,3.795289171393449
9,66,amp_2,2.0399285899694255
9,66,amp_3,0.0101710120216012
9,66,amp_4,0.01234950592022183
9,66,amp_5,1.3502932104696468
9,66,amp_6,1.20041313334569
9,67,amp_1,3.7952891713933807
9,67,amp_2,2.0399285899694233
9,67,amp_3,0.0101710120216012
9,67,amp_4,0.01234950592022183
9,67,amp_5,1.3502932104696468
9,67,amp_6,1.20041313334569
9,68,amp_1,3.795289171393361
9,68,amp_2,2.039928589969423
9,68,amp_3,0.0101710120216012
9,68,amp_4,0.01234950592022183
9,68,amp_5,1.3502932104696468
9,68,amp_6,1.20041313334569
9,69,amp_1,3.7952891713933554
9,69,amp_2,2.0399285899694224
9,69,amp_3,0.0101710120216012
9,69,amp_4,0.01234950592022183
9,69,amp_5,1.3502932104696468
9,69,amp_6,1.20041313334569
9,70,amp_1,3.795289171393354
9,70,amp_2,2.0399285899694224
9,70,amp_3,0.0101710120216012
9,70,amp_4,0.01234950592022183
9,70,amp_5,1.3502932104696468
9,70,amp_6,1.20041313334569
9,71,amp_1,3.7952891713933536
9,71,amp_2,2.0399285899694224
9,71,amp_3,0.0101710120216012
9,71,amp_4,0.01234950592022183
9,71,amp_5,1.3502932104696468
9,71,amp_6,1.20041313334569
9,72,amp_1,3.7952891713933536
9,72,amp_2,2.0399285899694224
9,72,amp_3,0.0101710120216012
9,72,amp_4,0.01234950592022183
9,72,amp_5,1.3502932104696468
9,72,amp_6,1.20041313334569
